Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1276341;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*10-14    PERFORMANCE-OPTIK;*T;*1;*29;*0;*0;*1;*;*4052355684752;*;*20200603;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*10-14    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Glossy;*Quantity Unit: Set;*;*;*;*;*
1276357;*BMW;*HECKSPOILER            F26;*LIPPEN/-SPOILER;*14-18   SPORT-PERFORMANCE,;*T;*1;*36.5;*0;*0;*1;*;*4052355623867;*;*20171219;*150;*7;*25;*2;*0.5;*J;*8708 2990;*42;*20230401;*Spoiler;*14-18   SPORT-PERFORMANCE,;*Fitting Position: Rear;*Material: Plastic;*;*;*;*;*;*
1276388;*BMW;*NEBELLAMPEN SET     BMW X3;*DESIGN NEBELSW. KLAR;*10->>                 LED;*T;*1;*63.5;*0;*0;*1;*;*4052355654083;*;*20190424;*30;*20;*20;*1.5;*1;*J;*8512 2000;*125;*20230401;*Fog Light Set;*10->>                 LED;*Light Design: LED;*Reflector Colour: Chrome;*Fitting Position: Left and right;*Lens Colour: Smoke Grey;*;*;*;*
1276440;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*10-14          SPORT-OPTIK;*T;*1;*34;*0;*0;*1;*;*4052355498281;*;*20161028;*38;*47;*7;*1.4;*1;*J;*8708 2990;*124;*20230401;*Radiator Grille;*10-14          SPORT-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: M-Look;*Quantity Unit: Set;*;*;*;*
1276441;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*14-18          SPORT-OPTIK;*T;*1;*27;*0;*0;*1;*;*4052355684455;*;*20200528;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18          SPORT-OPTIK;*Colour: Black;*Colour: Mat;*Equipment Variant: Sport-Optik;*Quantity Unit: Set;*;*;*;*
1276442;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*10-13          SPORT-OPTIK;*T;*1;*31;*0;*0;*1;*;*4052355685636;*;*20200615;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*10-13          SPORT-OPTIK;*Colour: Black;*Colour: Mat;*Equipment Variant: Sport Optik;*;*;*;*;*
1276532;*BMW;*SATZ TRITTBRETTER   X3/X4,;*TRITTBRETTER;*X3 nur 10-14 (F25);*T;*1;*144;*0;*0;*1;*;*4052355430816;*;*20150707;*204;*33;*26;*20;*0;*J;*8708 2990;*48;*20230401;*Foot Board;*X3 nur 10-14 (F25);*Supplementary Article/Supplementary Info: with add-on material;*Quantity Unit: Set;*Material: Plastic;*;*;*;*;*
1276533;*BMW;*SATZ TRITTBRETTER   X3/X4,;*TRITTBRETTER;*X3 nur 10-14 (F25);*T;*1;*168;*0;*0;*1;*;*4052355431028;*;*20150708;*203;*32;*26;*18.6;*17.1;*J;*8708 2990;*48;*20230401;*Foot Board;*X3 nur 10-14 (F25);*Supplementary Article/Supplementary Info: with add-on material;*Quantity Unit: Set;*Material: Plastic;*Alternatively:;*;*;*;*
1276540;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*14-18    PERFORMANCE-OPTIK;*T;*1;*27;*0;*0;*1;*;*4052355684769;*;*20200603;*40;*40;*10;*1.3;*0.87;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Mat;*Quantity Unit: Set;*for facelift:;*;*;*;*
1276541;*BMW;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*14-18    PERFORMANCE-OPTIK;*T;*1;*32.5;*0;*0;*1;*;*4052355684776;*;*20200603;*40;*40;*10;*1.3;*0.87;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Glossy;*Quantity Unit: Set;*for facelift:;*;*;*;*
1276542;*BMW;*DESIGNGRILL SET       F25,;*DESIGN GRILLE SPORT;*14-18          SPORT-OPTIK;*T;*1;*32.5;*0;*0;*1;*;*4052355685643;*;*20200615;*40;*40;*10;*1.3;*0.87;*J;*8708 2990;*124;*20230401;*Radiator Grille;*14-18          SPORT-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Optik;*;*;*;*;*
1276980;*BMW;*SCHEINWERFER RE.  X3(F25),;*SCHEINWERF. DEPO/TYC;*10-05.14 MIT MOTOR FÜR LWR;*K;*1;*113.64;*156.16;*399.77;*1;*63 12 7 217 288;*4052355408839;*;*20140728;*63;*63;*30;*3.85;*2.66;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14 MIT MOTOR FšR LWR;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: W5W;*Bulb Type: PY21W;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*;*
1276981;*BMW;*SCHEINWERFER LI.  X3(F25),;*SCHEINWERF. DEPO/TYC;*10-05.14 MIT MOTOR FÜR LWR;*K;*1;*113.64;*156.16;*399.77;*1;*63 12 7 217 287;*4052355408846;*;*20140728;*63;*63;*30;*3.85;*2.66;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14 MIT MOTOR FšR LWR;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: W5W;*Bulb Type: PY21W;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*;*
1276984;*BMW;*BI-XENONSCHEINW. RE.   X3,;*SCHEINWERF. DEPO/TYC;*10-05.14               TYC;*K;*1;*226.32;*425.47;*759;*1;*63117276992;*4052355523426;*;*20170221;*62;*36;*33;*4.4;*3.3;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14               TYC;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without accessories;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles without bend lighting;*Bulb Type: LED;*Bulb Type: D1S (gas discharge tube);*;*
1276985;*BMW;*BI-XENONSCHEINW. LI.   X3,;*SCHEINWERF. DEPO/TYC;*10-05.14               TYC;*K;*1;*226.32;*425.47;*759;*1;*63117276991;*4052355523433;*;*20170221;*63;*35;*33;*4.4;*3.3;*J;*8512 2000;*81;*20230401;*Headlight;*10-05.14               TYC;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without accessories;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles without bend lighting;*Bulb Type: LED;*Bulb Type: D1S (gas discharge tube);*;*
1277012;*BMW;*SCHEINW.SITZ RE.   X3/G01,;*KAROSSERIETEILE;*2017-2022;*K;*1;*40.95;*64.92;*64.92;*1;*51647400114;*4052355743381;*;*20221117;*45;*39;*22;*0.35;*0.32;*J;*8708 2990;*1;*20230401;*Headlight Base;*2017-2022;*Fitting Position: Right;*;*;*;*;*;*;*
1277013;*BMW;*SCHEINW.SITZ LI.   X3/G01,;*KAROSSERIETEILE;*2017-2022;*K;*1;*40.95;*64.92;*64.92;*1;*51647400113;*4052355743398;*;*20221117;*45;*39;*22;*0.35;*0.32;*J;*8708 2990;*1;*20230401;*Headlight Base;*2017-2022;*Fitting Position: Left;*;*;*;*;*;*;*
1277014;*BMW;*STOßST.VERST.VORN  X3/G01,;*KAROSSERIETEILE;*17->>       UNTERER TRÄGER;*K;*1;*92.37;*125;*169;*1;*51117399912;*4052355717351;*;*20210811;*106;*23;*5;*1.4;*1.35;*J;*8708 2990;*1;*20230401;*Impact Absorber, bumper;*17->>       UNTERER TRŽGER;*Fitting Position: Front;*Material: Aluminium;*Section: Lower Section;*;*;*;*;*
1277032;*;*SATZ TRITTBRETTER X3  G01,;*TRITTBRETTER;*18->>         AUCH X4 G02,;*T;*1;*169.9;*0;*0;*1;*;*4052355628527;*;*20180411;*207;*27;*24;*15;*12;*J;*8708 2990;*48;*20230401;*Foot Board;*18->>         AUCH X4 G02,;*Quantity Unit: Set;*Fitting Position: Left and right;*Material: Stainless Steel;*;*;*;*;*
1277036;*BMW;*ZIERLEISTE VO.RE.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>       NUR FÜR X-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117421988;*4052355681942;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>       NUR FšR X-LINE;*Fitting Position: Right Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: X-Line;*;*;*;*
1277037;*BMW;*ZIERLEISTE VO.LI.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>       NUR FÜR X-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117421987;*4052355681959;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>       NUR FšR X-LINE;*Fitting Position: Left Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: X-Line;*;*;*;*
1277038;*BMW;*ZIERLEISTE VO.RE.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>      NUR LUXURY-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117439132;*4052355681966;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>      NUR LUXURY-LINE;*Fitting Position: Right Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: Luxury-Line;*;*;*;*
1277039;*BMW;*ZIERLEISTE VO.LI.  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>      NUR LUXURY-LINE;*K;*1;*24.11;*34.38;*38;*1;*51117439131;*4052355681973;*;*20200406;*44;*8;*7;*1.3;*0.65;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*17->>      NUR LUXURY-LINE;*Fitting Position: Left Front;*Colour: Mat;*Optical Impression: Silver;*Equipment Variant: Luxury-Line;*;*;*;*
1277050;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*1;*163.16;*464.17;*535;*1;*51117484779;*4052355670342;*;*20191002;*185;*61;*58;*4;*3;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles without parking assist;*Surface: Primed;*;*;*;*
1277051;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*1;*177.89;*477.47;*492.4;*1;*51117490190;*4052355670359;*;*20191002;*185;*61;*58;*4;*3;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*;*
1277052;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*5;*177.89;*599;*610;*1;*51117488290;*4052355672780;*;*20191106;*158;*61;*58;*4;*3;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Equipment Variant: Luxury Line;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1277053;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>   NICHT SPORTMODELLE;*K;*5;*177.89;*589;*610;*1;*51117490203;*4052355672797;*;*20191106;*158;*61;*58;*4.8;*3.2;*N;*8708 1090;*2;*20230401;*Bumper;*17->>   NICHT SPORTMODELLE;*Equipment Variant: Luxury Line;*Fitting Position: Front;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with park assist system;*Surface: Primed;*;*
1277054;*BMW;*BLENDE VORN UNTEN  X3 G01,;*STOSSST ZUBEHÖR VORN;*17->>   NICHT SPORTMODELLE;*K;*5;*36.74;*86.12;*89;*1;*51117399975;*4052355667052;*;*20190822;*180;*35;*25;*12;*5.5;*J;*8708 1090;*60;*20230401;*Cover, bumper;*17->>   NICHT SPORTMODELLE;*Fitting Position: Front;*Colour: Black;*Vehicle Equipment: for vehicles without sport bumper;*Vehicle Equipment: for vehicles without parking assist;*;*;*;*
1277059;*BMW;*ABSCHLEPPKAPPE HI. X3 G01,;*STOSSST ZUBEHÖR HIN;*17->>;*K;*1;*16.74;*26.27;*29.9;*1;*51128064834;*4052355681935;*;*20200406;*14;*2;*7;*0.2;*0.1;*J;*8708 1090;*65;*20230401;*Flap, tow hook;*17->>;*Fitting Position: Rear;*Colour: Black;*;*;*;*;*;*
1277060;*BMW;*STOßST.VERST.VORN  X3/G01,;*KAROSSERIETEILE;*17->>;*K;*1;*194.39;*299;*319.9;*1;*51117399911;*4052355624994;*;*20180111;*145;*40;*16;*4.4;*0;*J;*8708 2990;*1;*20230401;*Impact Absorber, bumper;*17->>;*Fitting Position: Front;*Material: Aluminium;*;*;*;*;*;*
1277064;*BMW;*STOßST.BLENDE UNT.     X3,;*STOSSST ZUBEHÖR VORN;*17->>;*K;*1;*54.48;*89.11;*95.72;*1;*51117415631;*4052355668165;*;*20190920;*98;*10;*19;*0.9;*0.8;*J;*8708 1090;*60;*20230401;*Cover, bumper;*17->>;*Fitting Position: Front;*Colour: Silver;*Colour: Mat;*Section: Lower Section;*;*;*;*
1277068;*;*Aero Set              G01,;*DIFFUSOR/SPOILER/ÖSE;*18->>          SPORT OPTIK;*T;*1;*179;*0;*0;*1;*;*4052355716170;*;*20210727;*164;*35;*48;*11.3;*9;*J;*8708 2990;*127;*20230401;*Spoiler;*18->>          SPORT OPTIK;*Fitting Position: Front;*Fitting Position: Rear;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Optik;*Section: Lower Section;*;*
1277069;*;*AERO SET              G01,;*DIFFUSOR/SPOILER/ÖSE;*18->>          SPORT OPTIK;*T;*1;*249;*0;*0;*1;*;*4052355716187;*;*20210727;*200;*30;*20;*4;*3;*J;*8708 2990;*127;*20230401;*Spoiler;*18->>          SPORT OPTIK;*Fitting Position: Front;*Fitting Position: Rear;*Colour: Carbon;*Equipment Variant: Sport Optik;*Section: Lower Section;*;*;*
1277080;*BMW;*SCHEINWERFER RE.   X3/G01,;*SCHEINW.HELLA,VALEO;*17->>;*K;*1;*552.63;*899;*1299;*1;*63117466132;*4052355626417;*J;*20180221;*52;*40;*35;*5.4;*5.1;*J;*8512 2000;*4;*20230401;*Headlight;*17->>;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: LED;*Bulb Type: H7;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1277081;*BMW;*SCHEINWERFER LI.   X3/G01,;*SCHEINW.HELLA,VALEO;*17->>;*K;*1;*552.63;*899;*1299;*1;*63117466131;*4052355626424;*J;*20180221;*56;*42;*36;*5.4;*5.1;*J;*8512 2000;*4;*20230401;*Headlight;*17->>;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: LED;*Bulb Type: H7;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1277082;*BMW;*LED SCHEINW.RE   X3 (G01),;*SCHEINWERF. DEPO/TYC;*17->>       +X4(G02) 18->>;*K;*1;*657.89;*799;*999;*1;*63117466126;*4052355736574;*;*20220715;*68;*33;*33;*4.8;*4.1;*J;*8512 2000;*81;*20230401;*Headlight;*17->>       +X4(G02) 18->>;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without control unit;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with bend lighting;*Bulb Type: LED;*;*
1277083;*BMW;*LED SCHEINW.LI.  X3 (G01),;*SCHEINWERF. DEPO/TYC;*17->>       +X4(G02) 18->>;*K;*1;*657.89;*799;*999;*1;*63117466125;*4052355736581;*;*20220715;*68;*33;*33;*4.9;*4.2;*J;*8512 2000;*81;*20230401;*Headlight;*17->>       +X4(G02) 18->>;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without control unit;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with bend lighting;*Bulb Type: LED;*;*
1277088;*BMW;*NEBELSCHEINW. RE. G01/F97,;*NEBELLAMPEN;*17->>                  LED;*K;*5;*63.05;*115;*179;*1;*63177412528;*4052355661869;*;*20190708;*39;*15;*13;*0.73;*0.43;*J;*8512 2000;*14;*20230401;*Fog Light;*17->>                  LED;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: LED;*;*;*;*;*
1277090;*BMW;*RÜCKLEUCHTE RE.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*110.53;*239.9;*255;*1;*63 21 7 408 738;*4052355668240;*;*20190923;*46;*30;*20;*2.3;*1.5;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Right;*Quality: DEPO / TYC;*Bulb Type: LED;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277091;*BMW;*RÜCKLEUCHTE LI.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*110.53;*239.9;*255;*1;*63 21 7 408 737;*4052355668257;*;*20190923;*46;*30;*20;*2.22;*1.56;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Left;*Quality: DEPO / TYC;*Bulb Type: LED;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277092;*BMW;*RÜCKLEUCHTE RE.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*57.79;*95;*169;*1;*63 21 7 408 734;*4052355722492;*;*20211129;*46;*30;*21;*2.1;*1.3;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Right;*Quality: TYC;*Bulb Type: P21/ 5W;*Bulb Type: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277093;*BMW;*RÜCKLEUCHTE LI.        X3,;*RÜCKLEUCHTEN;*17->>               AUSSEN;*K;*1;*57.79;*95;*169;*1;*63 21 7 408 733;*4052355722508;*;*20211129;*46;*30;*21;*2.1;*1.3;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*17->>               AUSSEN;*Fitting Position: Left;*Quality: TYC;*Bulb Type: P21/ 5W;*Bulb Type: LED;*Registration Type: E-type checked;*Section: Outer section;*;*
1277096;*BMW;*REFLEKTOR HI.RE.   BMW X3,;*RÜCKLEUCHTEN;*17->>;*K;*1;*9.37;*13.22;*16.9;*1;*63147419928;*4052355719928;*;*20211015;*4;*4;*25;*0.06;*0.03;*J;*8512 2000;*12;*20230401;*Reflector, position-/outline lamp;*17->>;*Fitting Position: Right;*Registration Type: E-type checked;*Paired article numbers: 1277097;*Quality: DEPO/TYC;*;*;*;*
1277097;*BMW;*REFLEKTOR HI.LI.   BMW X3,;*RÜCKLEUCHTEN;*17->>;*K;*1;*9.37;*13.22;*16.9;*1;*63147419927;*4052355719935;*;*20211015;*4;*4;*25;*0.06;*0.03;*J;*8512 2000;*12;*20230401;*Reflector, position-/outline lamp;*17->>;*Fitting Position: Left;*Registration Type: E-type checked;*Paired article numbers: 1277096;*Quality: DEPO/TYC;*;*;*;*
1277188;*BMW;*NEBELSCHEINW. RE. G01/F97,;*NEBELLAMPEN;*19->>; FÜR FACELIFT;  LED;;*K;*1;*72.63;*110;*122.22;*1;*63179492772;*4052355726858;*;*20220121;*39;*15;*13;*0.63;*0.43;*J;*8512 2000;*14;*20230401;*Fog Light;*19->>; FšR FACELIFT;  LED;;*Fitting Position: Right;*Quality: DEPO/TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Optical Impression: Black;*Paired article numbers: 1277189;*;*
1277189;*BMW;*NEBELSCHEINW. LI. G01/F97,;*NEBELLAMPEN;*19->>; FÜR FACELIFT;  LED;;*K;*1;*72.63;*110;*122.22;*1;*63179492771;*4052355726865;*;*20220121;*39;*15;*13;*0.63;*0.43;*J;*8512 2000;*14;*20230401;*Fog Light;*19->>; FšR FACELIFT;  LED;;*Fitting Position: Left;*Quality: DEPO/TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Optical Impression: Black;*Paired article numbers: 1277188;*;*
1277240;*;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*18->>    PERFORMANCE-OPTIK;*T;*1;*39;*0;*0;*1;*;*4052355684592;*;*20200602;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*18->>    PERFORMANCE-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: Performance Optik;*;*;*;*;*
1277241;*;*DESIGNGRILL SET        X3,;*DESIGN GRILLE SPORT;*18->>          SPORT-OPTIK;*T;*1;*39;*0;*0;*1;*;*4052355684608;*;*20200602;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*18->>          SPORT-OPTIK;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Optik;*;*;*;*;*
1277250;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>     FÜR SPORTMODELLE;*K;*5;*358.15;*663.67;*715;*1;*51118091971;*4052355667021;*;*20190822;*185;*61;*58;*4.7;*3.7;*N;*8708 1090;*2;*20230401;*Bumper;*17->>     FšR SPORTMODELLE;*Fitting Position: Front;*Number of Bores: 2;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1277251;*BMW;*STOßFÄNGER VORN    X3 G01,;*STOßSTANGE;*17->>     FÜR SPORTMODELLE;*K;*1;*358.15;*663.67;*715;*1;*51118091987;*4052355667038;*;*20190822;*185;*61;*58;*4.7;*3.7;*N;*8708 1090;*2;*20230401;*Bumper;*17->>     FšR SPORTMODELLE;*Fitting Position: Front;*Number of Bores: 4;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1277255;*BMW;*STOßFÄNGER HINTEN  X3 G01,;*STOßSTANGE;*17->>     FÜR SPORTMODELLE;*K;*1;*283.16;*623.77;*671;*1;*51128091992;*4052355667045;*;*20190822;*200;*61;*67;*6.2;*3.2;*N;*8708 1090;*2;*20230401;*Bumper;*17->>     FšR SPORTMODELLE;*Fitting Position: Rear;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Smooth;*;*;*;*
1277350;*;*STOßSTANGEN SET   BMW G01,;*BODYKIT;*18->>          SPORT OPTIK;*T;*1;*859;*0;*0;*1;*;*4052355716163;*;*20210727;*205;*76;*58;*40;*31;*N;*8708 2990;*50;*20230401;*Bumper;*18->>          SPORT OPTIK;*Equipment Variant: Sport Optik;*Fitting Position: Front;*Fitting Position: Rear;*Fitting Position: Left and right;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*;*
1277550;*;*STOßSTANGEN SET   BMW G02,;*BODYKIT;*18->>          SPORT OPTIK;*T;*1;*554;*0;*0;*1;*;*4052355716224;*;*20210727;*200;*50;*50;*15;*12;*N;*8708 2990;*50;*20230401;*Bumper;*18->>          SPORT OPTIK;*Equipment Variant: Sport Optik;*Fitting Position: Front;*Fitting Position: Rear;*Fitting Position: Left and right;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*;*
1277561;*BMW;*HECKLIPPE             G02,;*LIPPEN/-SPOILER;*18->>    SPORT-PERFORMANCE;*T;*1;*39.9;*0;*0;*1;*51 62 8 075 685;*4052355716408;*;*20210729;*150;*20;*5;*2;*2;*J;*8708 2990;*42;*20230401;*Spoiler;*18->>    SPORT-PERFORMANCE;*Fitting Position: Rear;*Equipment Variant: Performance Optik;*Colour: Black;*Colour: Mat;*;*;*;*
1277562;*BMW;*HECKLIPPE             G02,;*LIPPEN/-SPOILER;*18->>    Sport-PERFORMANCE;*T;*1;*59;*0;*0;*1;*51 62 8 075 685;*4052355716415;*;*20210729;*150;*20;*5;*2;*2;*J;*8708 2990;*42;*20230401;*Spoiler;*18->>    Sport-PERFORMANCE;*Fitting Position: Rear;*Equipment Variant: Performance Optik;*Colour: Black;*Colour: Glossy;*;*;*;*
1277563;*BMW;*HECKLIPPE             G02,;*LIPPEN/-SPOILER;*18->>    Sport-PERFORMANCE;*T;*1;*79;*0;*0;*1;*51 62 8 075 685;*4052355716422;*;*20210729;*150;*20;*5;*2;*2;*J;*8708 2990;*42;*20230401;*Spoiler;*18->>    Sport-PERFORMANCE;*Fitting Position: Rear;*Equipment Variant: Performance Optik;*Colour: Carbon;*;*;*;*;*
1280000;*BMW;*MOTORHAUBE    1er E81/E87,;*MOTORHAUBEN;*04-11;*K;*1;*132.99;*179;*325;*1;*41614415290;*4052355026248;*;*20070515;*159;*10;*140;*21.6;*18.8;*N;*8708 2990;*75;*20230401;*Bonnet;*04. Nov;*See accessories list for additionally required parts:;*;*;*;*;*;*;*
1280002;*BMW;*FRONTGERÜST    BMW 1er   ,;*FRONTGERÜST;*04-07;*K;*1;*72.63;*123.92;*182.2;*1;*51648058893;*4052355026255;*;*20080126;*170;*25;*60;*2.52;*0;*N;*8708 2990;*16;*20230401;*Front Cowling;*04. Jul;*Panel Type: Slam Panel;*Vehicle Equipment: for vehicles without start-stop function;*;*;*;*;*;*
1280003;*BMW;*FRONTGERÜST BMW E81/82/87,;*FRONTGERÜST;*04-13;*K;*1;*83.16;*129.61;*225.95;*1;*51647058593;*4052355662972;*J;*20190717;*170;*25;*60;*3.2;*3;*N;*8708 2990;*16;*20230401;*Front Cowling;*Apr 13;*Panel Type: Slam Panel;*Quality: Certified Quality;*;*;*;*;*;*
1280006;*BMW;*KOTFLÜGEL RE.     BMW E87,;*KOTFLÜGEL;*04-11;*K;*1;*36.74;*55.44;*75;*1;*41357133228;*4052355026262;*;*20060913;*132;*73;*22;*3.9;*3;*J;*8708 2990;*15;*20230401;*Wing;*04. Nov;*Fitting Position: Right Front;*;*;*;*;*;*;*
1280007;*BMW;*KOTFLÜGEL LI.     BMW E87,;*KOTFLÜGEL;*04-11;*K;*1;*36.74;*55.44;*75;*1;*41357133227;*4052355026279;*;*20060913;*132;*73;*22;*3.9;*3;*J;*8708 2990;*15;*20230401;*Wing;*04. Nov;*Fitting Position: Left Front;*;*;*;*;*;*;*
1280008;*BMW;*RADSCHALE VO.RE.    BMW 1,;*RADSCHALE/RADLÄUFE;*04-07                  E87;*K;*1;*8.32;*28.67;*44.61;*1;*51714362074;*4052355026286;*;*20100414;*74;*12;*51;*0.57;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*04-07                  E87;*Fitting Position: Right Front;*Section: Front Section;*;*;*;*;*;*
